1,0
205,0
504,0
602,1
788,0
977,1
162,0
342,1
536,0
738,0
436,1
435,0
438,0
437,0
440,1
439,0
442,0
441,1
444,1
443,0
269,0
270,0
271,0
272,1
265,0
266,0
267,0
268,0
274,1
275,1
118,0
117,1
116,0
115,1
122,1
121,0
120,0
119,1
110,1
109,1
974,1
975,0
972,1
973,1
970,0
971,0
968,1
969,0
966,1
967,1
825,0
824,0
827,0
826,1
821,0
820,0
823,0
822,0
819,0
818,1
650,0
651,1
463,1
831,0
654,1
655,0
656,0
657,1
539,1
659,0
500,1
499,1
498,1
497,0
496,1
495,0
494,0
493,0
503,0
502,0
326,1
327,0
324,1
325,0
330,0
331,0
328,0
329,0
318,1
319,0
169,1
168,0
171,1
170,0
173,1
172,1
175,0
174,0
166,1
165,1
101,0
102,1
99,0
100,0
105,0
106,0
103,0
104,0
97,0
98,0
856,1
855,0
858,0
857,1
852,1
851,0
854,0
853,0
861,0
860,1
551,0
552,1
553,0
554,0
555,0
556,0
557,1
558,1
559,0
560,1
252,1
251,1
250,1
249,0
256,0
255,1
254,1
253,0
260,0
259,1
213,0
214,1
211,0
212,0
209,1
210,0
207,0
208,1
221,1
222,1
948,0
947,0
950,1
949,0
952,0
951,1
954,1
953,0
956,0
955,0
708,1
709,1
710,0
711,1
704,0
705,1
706,0
707,1
702,0
703,1
406,0
405,0
404,0
403,1
402,0
401,0
400,0
399,0
398,0
397,1
420,1
421,0
418,0
419,1
424,1
425,1
422,0
423,1
428,0
429,0
61,1
60,1
63,1
62,0
57,0
56,0
59,0
58,1
53,0
52,1
481,0
480,0
483,0
482,0
485,1
484,1
487,1
486,0
489,0
488,1
774,1
775,0
772,1
773,0
770,1
771,1
768,0
769,0
782,1
783,1
935,0
934,1
933,1
932,0
931,0
930,1
929,1
928,0
927,1
926,0
200,1
201,0
202,1
203,0
196,0
197,1
198,0
199,0
194,0
195,1
360,0
359,1
362,1
361,1
356,1
355,0
358,0
357,1
365,1
364,1
660,0
661,1
658,1
416,1
664,0
665,0
662,0
663,0
652,0
653,0
810,0
809,0
808,0
807,1
814,1
813,0
812,0
811,0
816,0
815,1
64,1
65,1
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,1
790,0
789,1
792,1
791,0
794,0
793,0
796,0
795,0
787,0
786,0
46,1
47,0
44,1
45,0
42,0
43,0
40,1
41,0
38,1
39,0
882,1
883,0
884,0
885,0
886,1
887,1
888,0
889,0
879,1
880,0
583,1
582,0
581,0
580,1
587,0
586,1
585,0
584,1
579,1
578,1
471,1
472,1
469,0
470,1
475,0
476,0
473,0
474,1
477,0
478,0
146,1
145,1
148,1
147,1
142,0
141,0
144,0
143,0
140,1
139,0
4,1
5,1
6,0
7,1
0,1
158,0
2,0
3,0
12,0
13,1
759,0
758,0
757,1
756,0
755,1
754,1
753,1
752,1
767,0
766,0
612,0
613,0
610,0
611,0
608,0
609,1
606,0
607,0
604,1
605,0
299,1
298,1
301,1
300,0
303,0
302,1
305,0
304,0
295,0
294,0
617,1
618,1
619,0
620,1
621,0
622,1
623,0
624,0
625,1
626,1
940,0
936,0
317,1
316,0
323,0
322,0
321,0
320,0
965,1
961,1
283,1
282,1
281,1
280,0
279,0
278,1
277,1
276,1
291,0
290,1
566,1
567,1
568,1
569,0
562,1
563,0
564,1
565,0
574,1
575,0
872,1
871,1
874,1
873,0
876,0
875,0
878,1
877,1
867,1
866,0
137,0
138,1
135,1
136,1
133,1
134,1
131,0
132,1
129,0
130,0
92,0
91,1
90,0
89,0
96,0
95,1
94,1
93,1
88,1
87,1
388,1
389,1
390,1
391,1
392,1
393,0
394,1
395,1
380,0
381,0
698,0
697,1
700,1
699,0
694,1
693,0
696,0
695,0
690,0
689,1
992,0
993,1
990,1
991,1
996,1
997,1
994,0
995,0
998,0
999,1
988,1
987,0
986,1
985,0
984,1
983,1
982,0
981,1
980,1
979,0
261,1
262,1
263,0
264,0
257,1
258,0
590,0
594,1
571,1
577,1
683,1
684,1
681,0
682,0
679,1
680,1
677,0
678,0
675,0
676,1
373,0
372,1
375,1
374,1
377,0
376,0
379,0
378,1
370,1
369,0
79,0
80,1
81,0
82,0
75,0
76,0
77,1
78,1
84,1
85,1
835,1
834,1
833,1
832,1
868,0
830,0
829,0
828,1
837,0
836,0
530,0
531,0
528,1
529,1
534,0
535,1
532,1
533,0
537,1
538,0
191,1
190,1
193,0
192,1
187,1
186,1
189,1
188,1
183,0
182,0
917,1
918,0
919,1
920,0
921,0
922,1
923,0
924,0
909,0
910,0
645,0
644,0
643,1
642,1
649,0
648,0
647,1
646,1
640,0
639,1
351,0
352,0
349,0
350,0
347,1
348,0
345,1
346,0
353,1
354,0
49,0
48,1
51,0
50,1
31,1
16,1
55,0
54,1
540,0
83,0
727,1
343,1
667,1
666,0
641,0
638,1
29,1
344,1
958,0
957,1
217,0
218,0
215,0
216,1
206,1
363,0
219,0
220,1
313,1
35,0
383,1
382,1
248,0
246,1
387,0
386,0
385,0
384,1
292,0
289,0
685,1
686,0
687,0
688,0
960,0
962,1
691,1
692,1
976,1
978,1
124,1
123,0
126,1
125,1
128,1
127,0
749,0
744,1
751,1
750,0
432,0
433,1
427,0
431,0
415,0
501,0
408,1
414,1
430,0
453,0
516,1
515,1
514,1
513,0
512,1
511,1
510,1
509,0
508,0
507,0
803,0
804,1
805,1
806,1
799,0
800,1
801,1
802,0
797,1
798,1
243,0
242,1
245,1
244,1
239,0
238,0
241,0
240,1
237,1
236,0
520,0
521,1
518,1
519,1
524,0
525,1
522,1
523,0
526,0
527,0
312,0
817,1
314,0
315,1
308,0
309,1
310,1
311,1
306,1
307,1
26,1
25,1
24,1
23,1
22,0
21,1
20,1
19,0
18,0
17,0
943,0
944,1
941,1
942,0
939,0
603,0
937,0
938,0
945,0
946,0
670,1
669,0
672,1
671,0
674,1
673,0
32,1
914,1
74,1
925,1
178,0
179,1
180,1
181,0
149,0
150,0
184,1
185,0
161,0
963,0
912,1
911,0
461,1
455,1
916,0
915,0
466,1
913,0
293,1
479,1
778,1
779,1
776,0
777,0
434,0
561,1
780,1
781,1
235,1
517,1
862,0
859,0
864,1
863,0
842,0
839,1
576,1
848,0
491,0
490,0
631,0
632,0
633,0
634,0
627,1
628,1
629,0
630,0
635,0
636,1
339,1
338,0
337,0
336,0
335,1
334,0
