0,0,0
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,3
1,7,4
1,8,3
1,9,1
1,10,1
1,11,0
1,12,4
1,13,4
2,14,1
2,15,1
2,8,1
2,16,1
2,17,3
2,18,1
3,19,2
3,15,2
3,8,3
3,20,2
3,21,2
3,22,2
3,23,2
4,24,0
4,14,1
4,22,2
4,11,2
4,25,1
5,26,0
5,27,0
5,28,0
5,29,0
5,30,0
6,31,1
6,32,1
6,33,1
6,34,1
6,35,1
7,36,2
7,37,2
7,38,4
7,39,2
7,40,3
8,41,2
8,22,3
8,42,2
8,43,2
8,8,3
8,44,1
9,27,3
9,45,3
9,16,3
9,34,3
9,46,3
10,47,2
10,48,2
10,45,2
10,49,2
10,50,2
11,51,3
11,45,3
11,52,3
11,53,2
11,54,3
11,55,3
12,1,3
12,52,3
12,56,3
12,16,1
12,57,3
13,47,1
13,58,1
13,40,3
13,59,1
13,60,2
14,31,3
14,14,3
14,61,3
14,62,3
14,63,3
15,37,0
15,2,1
15,64,3
15,40,2
15,43,1
16,65,3
16,66,3
16,67,3
16,68,3
16,41,3
16,69,3
16,33,3
16,70,3
17,52,2
17,8,1
17,71,1
17,11,1
17,60,1
18,72,1
18,17,3
18,73,0
18,11,1
18,25,2
18,57,1
19,26,0
19,74,0
19,3,0
19,40,0
19,75,0
20,1,3
20,64,3
20,47,3
20,76,3
20,77,3
20,16,3
21,35,2
21,78,2
21,21,2
21,1,2
21,25,2
22,51,1
22,45,1
22,21,1
22,70,1
22,79,1
23,14,1
23,80,3
23,52,3
23,81,3
23,82,3
23,83,1
24,84,3
24,85,3
24,86,3
24,52,3
24,83,2
24,87,2
24,88,2
25,64,2
25,37,2
25,59,2
25,25,2
25,35,2
26,48,1
26,7,3
26,33,3
26,89,3
26,45,3
27,22,3
27,90,3
27,37,3
27,91,3
27,92,3
27,73,3
27,60,3
28,90,0
28,45,0
28,46,0
28,35,0
28,33,1
29,93,0
29,17,0
29,56,0
29,82,0
29,30,1
29,94,0
30,95,4
30,96,2
30,45,2
30,8,2
30,36,2
30,83,2
31,31,1
31,27,3
31,97,3
31,98,3
31,59,3
32,14,2
32,51,2
32,21,2
32,31,2
32,99,2
32,100,3
33,101,2
33,102,2
33,103,2
33,104,3
33,40,3
34,105,1
34,106,1
34,98,1
34,21,1
34,25,1
35,107,1
35,108,2
35,109,4
35,110,0
35,11,0
35,104,1
35,111,1
35,35,0
36,26,1
36,112,1
36,0,4
36,113,1
36,98,2
36,16,1
37,114,3
37,115,1
37,81,1
37,116,2
37,28,2
37,6,2
38,68,1
38,21,1
38,3,0
38,42,1
38,45,1
39,117,3
39,89,3
39,118,3
39,47,3
39,104,3
39,42,3
40,94,2
40,115,2
40,119,2
40,3,2
40,1,2
41,7,3
41,61,3
41,58,3
41,47,3
41,120,1
42,48,2
42,31,1
42,92,2
42,39,2
42,49,1
43,48,3
43,47,3
43,45,3
43,16,3
43,121,3
44,17,3
44,71,4
44,58,4
44,111,1
44,60,1
45,122,2
45,16,1
45,59,2
45,123,1
45,25,1
46,124,3
46,6,3
46,125,3
46,43,3
46,126,3
47,91,4
47,74,0
47,58,0
47,11,1
47,127,0
47,44,0
48,47,3
48,98,3
48,128,3
48,37,3
48,5,4
48,16,1
49,115,2
49,47,2
49,129,1
49,121,2
49,35,2
50,47,3
50,115,3
50,21,3
50,130,3
50,121,3
50,16,3
51,119,2
51,1,2
51,131,2
51,3,2
51,132,2
52,133,0
52,134,0
52,45,0
52,87,2
52,135,4
52,50,0
53,80,3
53,136,4
53,92,4
53,3,3
53,81,3
53,49,2
53,137,2
53,45,2
54,26,3
54,8,3
54,21,2
54,45,3
54,53,2
54,138,1
55,47,3
55,115,3
55,108,3
55,17,3
55,45,3
56,101,0
56,133,0
56,118,0
56,33,0
56,46,0
57,11,2
57,47,2
57,72,2
57,35,2
57,18,2
58,139,2
58,140,2
58,141,2
58,16,2
58,116,2
58,59,3
58,92,2
58,142,2
58,46,2
58,33,2
59,16,1
59,39,3
59,58,0
59,30,3
59,68,0
60,47,3
60,143,3
60,75,3
60,14,3
60,120,3
61,81,1
61,64,3
61,17,3
61,87,2
61,88,0
61,144,0
61,44,1
62,8,0
62,71,0
62,124,0
62,92,0
62,23,0
63,16,1
63,27,3
63,145,4
63,41,3
63,89,3
63,37,3
64,14,2
64,59,2
64,27,2
64,7,2
64,16,2
65,98,2
65,22,2
65,81,3
65,37,3
65,129,2
66,51,1
66,122,1
66,77,1
66,146,1
66,25,1
67,147,1
67,131,1
67,56,1
67,38,1
67,148,4
68,51,2
68,22,4
68,129,3
68,149,3
68,98,2
69,150,3
69,151,3
69,52,3
69,115,3
69,16,3
70,115,3
70,22,3
70,152,3
70,17,3
70,134,3
70,153,3
71,41,0
71,58,0
71,26,0
71,16,0
71,47,0
72,64,2
72,37,2
72,17,2
72,154,2
72,62,2
72,155,2
73,156,3
73,157,4
73,158,1
73,8,3
73,21,1
74,45,3
74,159,4
74,8,3
74,160,4
74,161,3
75,162,1
75,163,1
75,164,1
75,165,1
75,79,1
75,166,1
76,54,3
76,153,0
76,167,3
76,168,4
76,169,4
77,170,0
77,171,0
77,172,0
77,173,0
77,174,0
77,151,0
78,175,1
78,176,1
78,8,1
78,177,1
78,178,1
79,56,4
79,179,2
79,180,2
79,181,2
79,182,0
79,183,2
79,184,0
79,92,4
79,178,4
79,5,2
79,98,2
79,7,2
79,79,2
79,177,4
79,27,2
79,185,2
79,26,1
80,186,0
80,123,2
80,187,2
80,113,0
80,188,0
81,187,3
81,161,3
81,121,3
81,75,3
81,189,3
82,190,3
82,187,3
82,191,3
82,79,3
82,122,3
83,37,3
83,192,4
83,3,3
83,187,3
83,21,3
84,193,2
84,163,2
84,153,2
84,21,2
84,192,2
85,190,3
85,172,3
85,194,3
85,193,3
85,195,3
86,153,4
86,196,1
86,161,1
86,197,3
86,123,1
87,156,3
87,27,3
87,1,3
87,153,3
87,151,3
88,171,0
88,161,1
88,187,1
88,198,3
88,88,0
89,199,1
89,200,1
89,201,2
89,159,0
89,202,1
89,203,1
89,8,3
90,204,2
90,151,2
90,161,2
90,121,2
90,122,2
91,173,3
91,169,3
91,181,1
91,13,1
91,197,1
92,186,3
92,164,3
92,89,3
92,187,3
92,122,3
93,162,3
93,205,3
93,179,3
93,206,3
93,79,3
93,169,3
94,207,3
94,13,3
94,187,3
94,208,3
94,27,3
94,166,3
95,177,3
95,123,3
95,26,3
95,169,3
95,209,3
96,175,2
96,8,2
96,210,2
96,211,2
96,212,2
96,35,2
96,149,2
97,118,3
97,163,3
97,213,3
97,115,3
97,68,3
97,214,3
98,153,1
98,215,1
98,161,1
98,92,1
98,188,1
99,216,3
99,3,1
99,217,3
99,218,3
99,161,3
99,219,3
100,220,1
100,221,1
100,186,1
100,222,1
100,223,1
100,123,1
101,186,1
101,64,1
101,224,1
101,95,1
101,225,1
102,177,0
102,89,0
102,215,0
102,54,0
102,5,0
103,118,2
103,31,2
103,172,2
103,226,2
103,215,2
103,222,2
104,227,2
104,45,1
104,86,1
104,222,2
104,7,2
105,186,2
105,187,1
105,228,2
105,229,1
105,14,1
106,173,1
106,13,1
106,211,1
106,75,1
106,230,1
107,3,2
107,231,3
107,8,2
107,14,2
107,227,2
107,232,2
108,31,3
108,113,3
108,187,3
108,233,3
108,123,3
109,177,0
109,151,0
109,169,0
109,67,0
109,222,0
110,98,2
110,234,1
