0	0.007639652213138488
1	1.6055378426497898e-17
2	0.003569408004928447
3	0.009891694924602843
4	0.003569408004928447
5	0.005387607795944882
6	0.052352512548705425
7	0.004662611219139486
8	0.005387607795944882
9	0.005387607795944882
10	0.009891694924602843
11	0.004662611219139486
12	0.005387607795944882
13	0.003569408004928447
14	0.007639652213138488
15	0.006322290818487104
16	0.005387607795944882
17	0.006322290818487104
18	0.052352512548705425
19	0.005387607795944882
20	0.052352512548705425
21	0.005387607795944882
22	0.009891694924602843
23	0.052352512548705425
24	0.007639652213138488
25	0.007639652213138488
26	0.007639652213138488
27	0.006322290818487104
28	0.052352512548705425
29	0.009891694924602843
30	0.009891694924602843
31	0.052352512548705425
32	0.007639652213138488
33	0.007639652213138488
34	0.003569408004928447
35	0.052352512548705425
36	0.006322290818487104
37	0.052352512548705425
38	0.007639652213138488
39	0.009891694924602843
40	0.052352512548705425
41	0.007639652213138488
42	0.052352512548705425
43	0.052352512548705425
44	0.052352512548705425
45	0.052352512548705425
46	0.052352512548705425
47	0.052352512548705425
