0	0	1
1	0	1
2	0	1
3	0	1
4	0	1
5	0	1
6	1	1
3	1	1
7	1	1
5	1	1
8	1	1
9	2	1
10	2	1
11	2	1
12	2	1
13	2	1
14	3	1
0	3	1
15	3	1
7	3	1
16	3	1
9	4	1
17	4	1
11	4	1
12	4	1
18	4	1
19	5	1
7	5	1
12	5	1
13	5	1
20	5	1
1	6	1
4	6	1
21	6	1
13	6	1
8	6	1
11	7	1
22	7	1
21	7	1
23	7	1
13	7	1
1	8	1
2	8	1
7	8	1
5	8	1
24	8	1
1	9	1
3	9	1
25	9	1
26	9	1
11	9	1
0	10	1
1	10	1
19	10	1
22	10	1
12	10	1
1	11	1
3	11	1
7	11	1
13	11	1
27	11	1
1	12	0
28	12	0
12	12	0
4	12	0
29	12	0
9	13	1
14	13	1
1	13	1
7	13	1
4	13	1
14	14	1
2	14	1
16	14	1
12	14	1
24	14	1
17	15	1
10	15	1
12	15	1
24	15	1
20	15	1
17	16	1
10	16	1
19	16	1
11	16	1
12	16	1
1	17	1
6	17	1
7	17	1
5	17	1
8	17	1
1	18	1
15	18	1
11	18	1
5	18	1
30	18	1
9	19	1
1	19	1
15	19	1
22	19	1
16	19	1
6	20	1
25	20	1
26	20	1
22	20	1
4	20	1
1	21	1
3	21	1
28	21	1
19	21	1
12	21	1
2	22	1
15	22	1
3	22	1
28	22	1
4	22	1
9	23	1
11	23	1
4	23	1
5	23	1
27	23	1
2	24	1
15	24	1
7	24	0
16	24	1
4	24	0
6	25	1
3	25	1
7	25	1
5	25	1
30	25	1
9	26	1
1	26	1
11	26	1
5	26	1
31	26	1
10	27	1
19	27	1
7	27	1
12	27	1
20	27	1
15	28	1
3	28	1
16	28	1
23	28	1
5	28	1
0	29	0
10	29	0
3	29	0
12	29	0
32	29	0
0	30	1
1	30	1
28	30	1
5	30	1
8	30	1
0	31	0
1	31	1
12	31	0
13	31	1
33	31	0
3	32	1
16	32	1
32	32	1
23	32	1
5	32	1
1	33	1
3	33	1
25	33	1
7	33	1
4	33	1
9	34	0
1	34	1
3	34	0
11	34	0
21	34	0
0	35	0
10	35	1
12	35	0
21	35	0
27	35	0
1	36	1
15	36	1
28	36	1
16	36	1
4	36	1
9	37	1
17	37	1
1	37	1
5	37	1
27	37	1
17	38	1
7	38	1
5	38	1
34	38	1
29	38	1
2	39	1
3	39	1
7	39	1
21	39	1
8	39	1
2	40	1
15	40	1
3	40	1
5	40	1
29	40	1
1	41	1
15	41	1
12	41	1
4	41	1
27	41	1
1	42	1
6	42	1
3	42	1
28	42	1
5	42	1
15	43	0
3	43	0
7	43	0
5	43	0
24	43	0
9	44	1
2	44	1
15	44	1
3	44	1
7	44	1
1	45	0
3	45	1
19	45	1
5	45	1
30	45	1
9	46	1
3	46	1
22	46	1
16	46	1
4	46	1
1	47	1
15	47	1
7	47	1
30	47	1
8	47	1
1	48	1
28	48	1
7	48	1
22	48	1
8	48	1
35	49	1
19	49	1
11	49	1
12	49	1
32	49	1
11	50	1
32	50	1
5	50	1
24	50	1
36	50	1
35	51	1
10	51	1
37	51	1
11	51	1
21	51	1
15	52	1
3	52	1
28	52	1
27	52	1
18	52	1
0	53	1
10	53	1
6	53	1
32	53	1
34	53	1
1	54	0
11	54	0
32	54	0
38	54	0
27	54	0
9	55	1
7	55	1
4	55	1
5	55	1
18	55	1
9	56	1
1	56	1
15	56	1
6	56	1
24	56	1
17	57	1
11	57	1
7	57	1
12	57	1
33	57	1
17	58	1
0	58	1
1	58	1
39	58	1
10	58	1
0	59	0
39	59	0
10	59	0
12	59	0
23	59	0
1	60	1
2	60	1
4	60	1
5	60	1
24	60	1
2	61	1
4	61	1
21	61	1
5	61	1
18	61	1
3	62	1
11	62	1
12	62	1
32	62	1
29	62	1
10	63	1
28	63	1
16	63	1
12	63	1
5	63	1
39	64	1
2	64	0
5	64	1
34	64	0
20	64	0
14	65	1
10	65	1
5	65	1
30	65	1
34	65	1
15	66	0
21	66	0
27	66	0
18	66	0
40	66	0
0	67	1
3	67	1
11	67	1
4	67	1
5	67	1
6	68	1
11	68	1
4	68	1
23	68	1
18	68	1
9	69	1
3	69	1
4	69	1
5	69	1
36	69	1
0	70	1
10	70	1
11	70	1
7	70	1
4	70	1
14	71	1
17	71	1
0	71	1
39	71	1
10	71	1
25	72	2
7	72	1
5	72	1
27	72	1
18	72	1
1	73	1
10	73	1
2	73	1
6	73	1
41	73	1
15	74	1
3	74	1
16	74	1
4	74	1
34	74	1
1	75	1
2	75	1
16	75	1
8	75	1
20	75	1
9	76	1
1	76	1
7	76	1
5	76	1
30	76	1
2	77	0
4	77	0
21	77	0
27	77	0
18	77	0
0	78	1
3	78	1
25	78	1
12	78	1
4	78	1
35	79	1
1	79	1
16	79	1
5	79	1
20	79	1
1	80	1
3	80	1
28	80	1
7	80	1
16	80	1
0	81	1
1	81	1
10	81	1
12	81	1
24	81	1
2	82	0
3	82	1
4	82	0
8	82	1
38	82	1
9	83	1
7	83	1
21	83	1
